7710;3;0;2;2
7730;2;2;0;2
7750;3;0;2;0
7770;1;1;2;1
7789;0;0;0;2
7810;4;0;2;0
7829;5;0;2;3
7848;2;2;0;0
7869;0;1;2;2
7888;0;2;3;1
7909;3;1;1;3
7932;3;0;2;0
7953;2;1;1;1
7972;4;1;1;3
7992;2;2;2;2
8012;1;1;1;2
8032;4;2;2;3
8052;4;0;2;3
8072;1;1;0;0
8092;2;2;2;1
8112;2;1;0;1
8131;4;2;0;0
8152;4;1;0;1
8171;1;0;1;0
8200;2;2;0;0
8220;2;1;1;1
8240;3;0;0;0
8260;1;2;2;3
8280;3;0;0;2
8309;4;0;2;0
8330;4;1;1;1
8349;2;1;0;2
8370;1;1;1;2
8389;1;3;2;1
8409;4;1;1;2
8429;2;1;0;3
8449;0;2;2;0
8469;0;1;1;0
8488;2;1;0;0
8508;0;0;2;2
8528;2;1;1;1
8548;0;1;2;0
8568;1;2;0;3
8588;4;3;1;3
8608;2;0;1;2
8628;2;0;1;1
8647;0;1;2;3
8668;0;1;1;0
8692;1;2;0;2
8712;1;1;1;1
8732;2;0;1;0
8752;0;3;1;1
8771;2;1;2;0
8792;0;1;2;3
8811;2;1;1;1
8832;1;3;1;1
8851;4;1;1;0
8871;0;3;1;0
8891;3;0;0;1
8910;3;0;1;1
8931;1;1;2;0
8950;1;2;1;3
8971;0;1;2;1
8990;4;2;2;1
9010;2;3;2;0
9030;0;0;0;1
9050;0;3;0;0
9070;2;1;1;0
9090;4;2;0;0
9110;1;3;1;1
9129;0;2;1;0
9149;0;3;0;1
9169;3;2;0;1
9189;2;2;2;1
9209;0;0;2;3
9229;2;1;1;1
9249;0;3;2;1
9269;4;0;2;1
9288;3;1;1;2
9309;3;3;1;0
9328;2;1;1;1
9349;3;2;0;2
9368;1;2;0;3
9389;4;1;0;3
9421;0;1;1;3
9442;4;2;2;2
9461;2;1;1;1
9482;4;2;2;0
9501;3;1;1;2
9521;0;1;2;0
9541;0;1;3;3
9571;2;0;2;2
9591;2;3;2;2
9611;1;3;1;0
9630;2;0;2;2
9651;5;0;1;2
9670;1;1;1;1
9691;0;2;1;0
9710;0;0;1;0
9730;1;2;0;2
9750;3;1;1;3
9769;1;1;2;1
9790;0;0;2;1
9809;3;0;1;1
9829;2;1;2;3
9849;0;1;1;0
9869;4;0;2;1
9888;1;2;2;0
9909;0;2;2;3
9928;2;1;1;1
9949;0;2;2;0
9968;0;0;1;3
9989;3;1;0;2
10008;0;2;2;1
10028;3;1;1;0
10048;3;0;1;3
10068;4;2;1;0
10088;3;0;2;3
10108;3;0;0;0
10128;1;2;1;1
10148;0;1;3;0
10166;3;0;2;2
10185;3;1;0;1
10206;0;2;2;0
10225;3;1;0;0
10246;1;1;2;1
10265;0;0;2;3
10286;1;1;3;0
10306;0;2;0;1
10326;1;2;3;0
10346;1;1;2;2
10365;3;1;1;3
10386;0;1;3;0
10405;1;2;0;1
10426;2;1;2;2
10445;1;1;2;2
10466;1;2;0;1
10485;1;3;0;2
10506;0;1;1;2
10525;2;1;1;3
10546;2;0;1;1
10565;1;2;0;2
10586;2;3;0;0
10605;4;2;0;0
10626;0;0;1;0
10646;1;1;1;1
10675;1;1;2;0
10694;1;0;3;1
10715;0;1;3;1
10734;1;0;2;0
10755;1;1;0;3
10774;0;2;1;2
10795;3;1;0;2
10824;0;1;3;0
10845;2;1;1;2
10869;2;2;0;3
10889;2;1;0;3
10909;0;1;2;0
10929;1;1;2;1
10949;3;1;1;0
10969;3;2;0;3
10989;4;3;3;3
11009;2;2;2;2
11029;1;1;1;1
11048;0;2;2;1
11068;1;0;1;3
11088;4;1;0;1
11108;2;2;0;2
11128;0;2;0;1
11148;0;2;1;0
11168;0;3;1;2
11188;2;1;0;2
11208;0;1;1;0
11228;2;2;0;1
11248;2;2;0;3
11268;3;1;0;3
11288;1;1;1;1
11308;0;0;2;0
11328;2;2;3;2
11347;3;0;0;0
11368;0;2;0;1
11387;1;1;1;1
11408;4;0;0;3
11427;1;2;1;0
11447;3;2;0;2
11467;2;0;2;0
11487;1;1;1;1
11507;0;1;2;0
11527;4;1;0;2
11551;2;1;1;2
11572;2;2;0;0
11591;0;2;1;0
11612;3;1;0;2
11631;4;0;2;3
11652;0;2;1;1
11671;1;1;1;2
11692;0;3;1;1
11711;0;0;1;3
11730;1;1;2;0
11751;0;2;0;1
11770;1;1;1;1
11791;0;3;1;0
11810;1;2;2;0
11831;1;2;1;0
11850;0;2;2;0
11871;2;1;1;1
11899;0;2;2;0
11920;3;1;1;3
11939;4;1;0;3
11960;0;2;0;3
11979;1;1;1;1
11999;2;0;1;2
12019;0;0;1;1
12039;2;2;0;1
12059;2;0;3;0
12089;1;0;1;3
12109;2;1;1;3
12129;2;1;1;1
12149;3;0;2;0
12169;0;2;1;0
12189;0;2;1;0
12209;1;1;3;0
12229;1;1;1;2
12253;0;2;1;1
12273;3;0;2;1
12293;0;2;1;1
12313;2;1;1;1
12333;2;0;2;0
12353;0;2;1;1
12372;0;2;1;0
12392;5;3;0;0
12412;1;1;1;1
12432;0;1;1;0
12452;5;0;1;3
12472;5;0;3;3
12492;0;1;2;0
12512;1;1;1;1
12532;1;1;3;0
12552;1;3;1;3
12572;3;0;2;1
12592;4;0;1;3
12612;1;1;1;2
12632;3;0;2;2
12652;2;2;0;3
12672;2;1;1;2
12692;3;0;3;1
12711;2;3;1;0
12732;3;2;0;2
12751;4;0;1;3
12772;1;2;1;0
12791;1;3;1;0
12812;0;2;2;0
12831;3;0;1;3
12851;4;0;3;0
12871;1;2;1;1
12891;0;3;0;1
12911;3;2;0;2
12936;0;2;0;3
12955;2;1;0;2
12976;4;2;1;1
12995;0;2;1;2
13016;4;2;2;0
13035;2;0;2;3
13056;1;1;1;0
13075;3;0;2;1
13094;0;0;0;1
13115;4;0;0;2
13144;0;2;1;1
13164;1;3;2;1
13184;2;1;0;0
13204;3;1;2;1
13223;0;1;2;0
13244;0;3;1;2
13263;2;2;1;0
13284;3;0;2;1
13303;0;1;1;2
13334;4;0;2;1
13355;1;1;1;1
13374;0;2;1;1
13393;0;1;1;0
13414;4;1;0;1
13433;3;0;2;0
13454;0;1;1;2
13473;4;2;1;1
13494;2;1;1;2
13513;2;1;1;1
13534;3;0;2;2
13553;0;2;0;0
13573;4;1;1;3
13593;4;0;1;3
13613;2;1;2;1
13637;1;1;0;2
13658;0;1;2;0
13677;3;0;2;0
13698;2;3;1;1
13717;0;2;1;1
13737;0;1;1;1
13757;0;1;2;0
13777;0;2;1;1
13797;2;2;2;0
13817;1;0;3;0
13837;1;1;0;1
13857;4;0;1;3
13877;3;0;2;1
13897;0;2;1;3
13917;2;1;2;0
13937;0;1;2;1
13957;3;1;1;3
13977;2;2;1;1
13997;1;1;2;1
14017;4;2;2;3
14036;1;3;2;2
14057;2;0;2;1
14076;1;2;2;1
14097;2;2;1;0
14116;0;3;2;0
14137;4;0;2;2
14156;1;0;3;1
14177;4;3;2;0
14196;2;1;1;1
14217;1;0;1;3
14236;3;1;1;2
14257;0;2;0;0
14276;2;2;0;2
14297;2;1;2;1
14320;2;1;1;2
14341;3;1;3;2
14369;0;1;1;1
14390;0;2;2;0
14409;2;1;3;0
14430;1;2;2;1
14449;1;1;1;2
14470;2;2;0;3
14489;0;1;2;0
14509;5;1;0;1
14529;3;2;1;1
14548;0;0;1;1
14569;2;3;1;3


